0,0.88,0.96,0.94,1.0,0.95,0.98,0.98,1.0
1,0.88,0.96,0.94,0.99,0.96,0.97,0.98,0.99
2,0.88,0.95,0.94,0.99,0.95,0.97,0.98,0.99
3,0.88,0.96,0.94,0.99,0.95,0.97,0.98,0.99
4,0.88,0.96,0.94,1.0,0.96,0.98,0.98,0.99
5,0.88,0.96,0.94,1.0,0.95,0.97,0.98,0.99
6,0.88,0.96,0.94,1.0,0.95,0.98,0.98,0.99
7,0.89,0.97,0.94,0.99,0.96,0.98,0.98,0.99
8,0.89,0.97,0.94,0.99,0.96,0.97,0.98,0.99
9,0.9,0.97,0.95,0.99,0.96,0.98,0.98,0.99
10,0.9,0.97,0.95,1.0,0.96,0.97,0.99,0.99
11,0.92,0.98,0.95,1.0,0.97,0.99,0.99,0.99
12,0.93,0.99,0.96,1.0,0.97,0.99,0.99,0.99
13,0.93,0.99,0.96,1.0,0.97,0.99,0.99,1.0
14,0.93,1.0,0.96,1.0,0.98,0.99,1.0,1.0
15,0.93,1.0,0.96,1.0,0.98,0.99,1.0,1.0
16,0.93,0.99,0.96,1.0,0.97,0.99,1.0,1.0
17,0.92,0.99,0.96,1.0,0.97,0.99,1.0,1.0
18,0.92,0.98,0.96,1.0,0.98,0.99,1.0,1.0
19,0.92,0.98,0.96,1.0,0.97,0.99,0.99,0.99
20,0.91,0.98,0.96,1.0,0.97,0.98,0.99,0.99
21,0.91,0.98,0.96,1.0,0.97,0.98,0.99,0.99
22,0.92,0.98,0.96,1.0,0.97,0.99,0.99,0.99
23,0.92,0.98,0.96,1.0,0.97,0.99,1.0,0.99
24,0.92,0.99,0.96,1.0,0.97,0.99,0.99,0.99
25,0.93,0.99,0.96,1.0,0.97,0.99,0.99,0.99
26,0.93,0.99,0.96,1.0,0.98,0.99,0.99,0.99
27,0.92,0.99,0.96,1.0,0.97,0.99,0.99,0.99
28,0.93,0.99,0.96,1.0,0.97,0.99,0.99,0.99
29,0.94,0.98,0.96,1.0,0.97,0.99,1.0,0.99
30,0.93,0.98,0.96,1.0,0.97,0.99,1.0,0.99
31,0.92,0.98,0.96,1.0,0.97,0.99,1.0,0.99
32,0.92,0.99,0.96,1.0,0.97,0.98,0.99,0.99
33,0.92,0.97,0.96,1.0,0.97,0.98,0.99,0.99
34,0.91,0.97,0.96,0.99,0.97,0.97,0.99,0.99
35,0.91,0.96,0.95,0.99,0.97,0.98,0.99,0.99
36,0.9,0.96,0.95,0.99,0.97,0.97,0.99,0.99
37,0.9,0.96,0.95,0.99,0.97,0.97,0.99,0.99
38,0.91,0.97,0.95,0.99,0.97,0.97,0.99,0.99
39,0.91,0.98,0.96,0.99,0.97,0.98,0.99,0.99
40,0.9,0.98,0.96,0.99,0.97,0.98,1.0,0.99
41,0.9,0.98,0.96,1.0,0.98,0.98,0.99,0.99
42,0.89,0.99,0.95,1.0,0.97,0.99,1.0,0.99
43,0.89,0.98,0.95,1.0,0.97,0.99,0.99,0.99
44,0.89,0.98,0.95,1.0,0.97,0.98,0.99,0.99
45,0.88,0.97,0.95,0.99,0.97,0.98,0.99,0.99
46,0.87,0.97,0.94,0.99,0.96,0.98,0.98,0.99
47,0.87,0.97,0.94,0.99,0.96,0.97,0.99,0.99
48,0.87,0.97,0.94,0.99,0.96,0.98,0.98,0.99
49,0.87,0.97,0.94,0.99,0.96,0.98,0.98,0.99
50,0.88,0.97,0.95,0.99,0.96,0.98,0.98,0.99
51,0.87,0.97,0.94,0.99,0.96,0.98,0.98,0.99
52,0.87,0.98,0.94,0.99,0.96,0.98,0.98,0.99
53,0.88,0.98,0.95,0.99,0.97,0.99,0.99,0.99
54,0.92,0.98,0.97,0.99,0.97,0.98,0.98,0.99
55,0.96,0.97,0.98,1.0,0.99,0.97,0.98,0.99
56,0.99,0.97,1.0,0.99,1.0,0.98,0.98,0.99
57,1.0,0.96,1.0,0.99,1.0,0.98,0.98,0.99
58,0.95,0.94,0.94,0.98,0.97,0.96,0.86,0.98
59,0.77,0.82,0.72,0.94,0.84,0.9,0.5,0.94
60,0.52,0.63,0.39,0.87,0.57,0.75,0.2,0.87
61,0.33,0.45,0.19,0.77,0.3,0.58,0.08,0.8
62,0.21,0.32,0.09,0.68,0.14,0.42,0.04,0.72
63,0.14,0.23,0.04,0.58,0.07,0.31,0.03,0.64
64,0.08,0.17,0.02,0.5,0.04,0.22,0.02,0.57
65,0.06,0.13,0.01,0.43,0.03,0.16,0.02,0.51
66,0.04,0.09,0.0,0.36,0.02,0.12,0.03,0.46
67,0.03,0.07,0.0,0.31,0.02,0.09,0.02,0.41
68,0.03,0.06,0.0,0.26,0.02,0.07,0.03,0.36
69,0.03,0.04,0.0,0.22,0.02,0.06,0.02,0.33
70,0.02,0.03,0.0,0.19,0.01,0.04,0.02,0.29
71,0.02,0.02,0.0,0.16,0.02,0.03,0.02,0.26
72,0.02,0.02,0.0,0.14,0.01,0.03,0.02,0.24
73,0.03,0.02,0.0,0.12,0.01,0.03,0.02,0.21
74,0.03,0.02,0.0,0.1,0.01,0.02,0.02,0.19
75,0.03,0.02,0.01,0.1,0.02,0.02,0.02,0.18
76,0.02,0.02,0.01,0.08,0.02,0.02,0.02,0.16
77,0.02,0.02,0.01,0.07,0.01,0.02,0.02,0.14
