0,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
1,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
2,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
3,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
4,0.97,1.0,0.98,1.0,0.99,1.0,1.0,1.0
5,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
6,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
7,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
8,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
9,0.98,1.0,0.98,1.0,0.99,1.0,1.0,1.0
10,0.98,1.0,0.98,0.98,0.99,1.0,1.0,0.99
11,0.98,0.99,0.98,0.98,0.99,1.0,0.99,0.99
12,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99
13,0.97,0.99,0.98,0.97,0.99,0.99,0.99,0.99
14,0.98,0.99,0.98,0.97,0.99,1.0,0.99,0.99
15,0.98,1.0,0.98,0.97,0.99,1.0,1.0,0.99
16,0.98,1.0,0.98,0.98,0.99,1.0,1.0,0.99
17,0.98,1.0,0.98,0.98,0.99,1.0,1.0,0.99
18,0.98,1.0,0.98,0.98,0.99,1.0,1.0,0.99
19,0.97,1.0,0.98,0.98,0.99,1.0,1.0,0.99
20,0.97,1.0,0.98,0.98,0.99,1.0,1.0,0.99
21,0.97,0.99,0.98,0.98,0.99,0.99,0.99,0.99
22,0.97,0.99,0.98,0.98,0.98,1.0,0.99,0.99
23,0.97,0.99,0.98,0.98,0.98,1.0,0.99,0.99
24,0.97,0.99,0.98,0.98,0.99,0.99,0.99,0.99
25,0.97,0.99,0.98,0.98,0.98,1.0,0.99,0.99
26,0.97,0.99,0.98,0.98,0.99,1.0,1.0,0.99
27,0.98,0.99,0.98,0.98,0.99,1.0,1.0,0.99
28,0.98,1.0,0.98,0.98,0.99,1.0,1.0,0.99
29,0.98,1.0,0.98,0.98,0.99,1.0,1.0,0.99
30,0.97,0.99,0.98,0.98,0.99,1.0,1.0,0.99
31,0.97,0.99,0.98,0.98,0.99,1.0,0.99,0.99
32,0.97,0.99,0.98,0.98,0.99,1.0,0.99,0.99
33,0.98,0.99,0.98,1.0,0.99,0.99,0.99,0.99
34,0.98,0.99,0.98,1.0,0.99,1.0,0.99,0.99
35,0.98,0.99,0.98,1.0,0.99,0.99,0.99,0.99
36,0.98,0.99,0.98,1.0,0.99,0.99,0.99,0.99
37,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.98
38,0.97,0.99,0.98,0.98,0.99,0.99,0.99,0.98
39,0.97,0.99,0.98,0.97,0.99,0.99,0.99,0.98
40,0.97,0.99,0.98,0.97,0.99,0.99,0.99,0.98
41,0.98,0.99,0.98,0.97,0.99,0.99,0.99,0.98
42,0.98,0.99,0.98,0.97,0.99,0.99,0.99,0.98
43,0.98,0.99,0.98,0.98,0.99,0.99,1.0,0.98
44,0.98,0.99,0.98,0.97,0.99,1.0,1.0,0.98
45,0.98,0.99,0.98,0.98,0.99,0.99,1.0,0.98
46,0.98,1.0,0.98,0.97,0.99,0.99,1.0,0.98
47,0.98,0.99,0.99,0.97,0.99,1.0,1.0,0.98
48,0.98,1.0,0.99,0.97,0.99,0.99,1.0,0.98
49,0.98,1.0,0.99,0.97,0.99,1.0,1.0,0.98
50,0.98,1.0,0.99,0.97,0.99,1.0,1.0,0.98
51,0.99,0.99,0.99,0.97,0.99,0.99,1.0,0.98
52,0.99,0.99,1.0,0.97,1.0,0.99,1.0,0.98
53,1.0,0.99,1.0,0.97,1.0,0.99,1.0,0.98
54,1.0,0.99,1.0,0.97,1.0,0.99,0.99,0.98
55,0.98,0.97,0.98,0.97,0.99,0.98,0.96,0.98
56,0.91,0.91,0.89,0.97,0.91,0.94,0.82,0.97
57,0.77,0.81,0.72,0.95,0.75,0.85,0.61,0.95
58,0.62,0.68,0.55,0.91,0.56,0.71,0.41,0.92
59,0.49,0.57,0.41,0.87,0.4,0.57,0.29,0.88
60,0.39,0.48,0.32,0.83,0.28,0.44,0.21,0.84
61,0.32,0.41,0.25,0.78,0.21,0.35,0.16,0.79
62,0.26,0.34,0.21,0.72,0.16,0.28,0.13,0.74
63,0.22,0.3,0.17,0.67,0.13,0.23,0.11,0.69
64,0.19,0.26,0.14,0.61,0.11,0.19,0.09,0.63
65,0.16,0.22,0.12,0.56,0.09,0.16,0.08,0.59
66,0.14,0.19,0.11,0.5,0.07,0.13,0.07,0.54
67,0.12,0.17,0.09,0.45,0.06,0.11,0.06,0.5
68,0.1,0.15,0.08,0.41,0.06,0.1,0.05,0.45
69,0.09,0.13,0.07,0.36,0.05,0.09,0.05,0.42
70,0.08,0.12,0.06,0.33,0.04,0.08,0.04,0.38
71,0.07,0.1,0.06,0.28,0.04,0.07,0.04,0.35
72,0.06,0.09,0.05,0.25,0.03,0.06,0.03,0.32
73,0.06,0.08,0.04,0.22,0.03,0.05,0.03,0.29
74,0.05,0.07,0.04,0.19,0.03,0.05,0.03,0.26
75,0.04,0.07,0.03,0.17,0.02,0.04,0.02,0.24
76,0.04,0.06,0.03,0.16,0.02,0.04,0.02,0.22
77,0.03,0.05,0.03,0.13,0.02,0.04,0.02,0.2
78,0.03,0.05,0.02,0.11,0.02,0.03,0.02,0.18
79,0.03,0.04,0.02,0.11,0.02,0.03,0.02,0.17
80,0.02,0.04,0.02,0.09,0.01,0.03,0.01,0.15
81,0.02,0.04,0.02,0.08,0.01,0.03,0.01,0.14
82,0.02,0.03,0.02,0.06,0.01,0.02,0.01,0.12
83,0.02,0.03,0.02,0.06,0.01,0.02,0.01,0.11
84,0.02,0.03,0.01,0.05,0.01,0.02,0.01,0.1
85,0.02,0.02,0.01,0.05,0.01,0.02,0.01,0.09
86,0.02,0.02,0.01,0.03,0.01,0.02,0.01,0.08
87,0.02,0.02,0.01,0.03,0.01,0.02,0.01,0.08
88,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.07
89,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.06
90,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.06
91,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.05
92,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.05
93,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.04
94,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.04
95,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.03
96,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.03
97,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03
98,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03
99,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03
100,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02
101,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02
102,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02
103,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01
104,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01
105,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01
106,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01
107,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01
108,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01
109,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01
110,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
117,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
118,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
119,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
133,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
134,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01
135,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01
136,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01
137,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01
138,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01
139,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01
140,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02
