2.0,117.0,9.7989,-7.5642,4.493,-3.6142,51.0,4.6705,-3.6939,1.8818,-1.7245,146.0,13.7811,-8.4657,6.4416,-4.7065,72.0,5.5032,-3.9111,2.2988,-2.0131,367.0,25.2544,-17.3716,13.4089,-9.8253,442.0,28.9702,-18.8442,16.5098,-11.111,422.0,35.8102,-23.7981,17.2181,-11.9291,442.0,33.8486,-22.5374,18.296,-12.0466
3.0,135.0,9.1353,-7.3812,4.4386,-3.6523,114.0,5.9114,-5.043,3.1978,-2.5129,196.0,12.2381,-9.626,6.5524,-4.8502,47.0,4.4769,-4.0892,1.0109,-0.4127,131.0,5.7169,-6.145,3.1798,-3.2073,152.0,6.2009,-7.0234,3.793,-3.5157,128.0,6.4794,-6.936,3.5248,-3.7204,131.0,6.6929,-6.5118,3.3574,-3.6023
4.0,152.0,14.4108,-9.8034,6.3521,-4.7202,96.0,8.749,-5.9108,3.7068,-2.9068,258.0,23.7718,-18.2736,11.5406,-7.5594,364.0,17.7697,-14.363,10.0181,-5.6662,348.0,25.8957,-19.198,12.1962,-8.0605,426.0,29.188,-20.7217,15.0625,-8.9871,409.0,44.4658,-23.8634,15.6498,-12.0395,382.0,34.4336,-24.7289,13.6636,-10.7706
2.0,129.0,11.5405,-11.0487,5.5029,-4.7705,57.0,5.5983,-5.2809,2.3708,-2.1585,198.0,16.2143,-13.3089,8.8494,-7.0564,172.0,6.8599,-6.3244,4.3122,-3.478,273.0,22.0686,-15.55,9.643,-8.4692,337.0,23.445,-16.6999,10.8473,-9.6324,319.0,25.0573,-18.3746,11.5199,-10.2674,305.0,26.0483,-16.9751,10.8629,-9.561
4.0,102.0,9.9908,-6.4468,4.3051,-3.026,71.0,7.0675,-4.9404,2.9287,-2.1102,206.0,22.7936,-12.1643,9.9913,-6.7427,321.0,17.3717,-11.6636,9.0254,-6.7465,208.0,15.125,-9.3197,6.6633,-5.3644,277.0,20.0231,-11.3683,8.8926,-6.718,257.0,21.6136,-16.2133,9.1325,-6.775,233.0,17.2822,-12.4561,7.389,-5.8673
3.0,127.0,8.22,-9.6055,4.3139,-4.1544,111.0,5.5823,-5.812,3.183,-3.1483,188.0,11.4961,-11.7943,6.4053,-5.6714,54.0,2.4562,-1.6771,1.0436,-0.4849,122.0,7.8653,-9.7355,4.2339,-4.0893,147.0,8.7494,-10.5263,4.9469,-4.6433,139.0,10.9784,-12.7506,6.1269,-4.9012,134.0,9.3652,-12.4722,5.5002,-4.5464
4.0,102.0,9.4423,-7.1155,3.9859,-3.3815,68.0,5.4188,-5.4493,2.3586,-2.0334,186.0,16.4966,-11.5012,7.7771,-6.5728,231.0,9.7437,-10.0204,6.1666,-5.9764,280.0,15.2648,-13.1246,9.5545,-8.107,347.0,19.8814,-16.3241,12.1923,-9.7205,315.0,19.8507,-18.1119,11.5332,-10.0332,315.0,18.3295,-15.7044,10.9473,-9.6412
3.0,101.0,9.1182,-4.8632,3.9342,-2.7519,71.0,5.1297,-3.2708,2.183,-1.614,139.0,10.3773,-6.2144,4.9084,-3.6528,78.0,3.2477,-1.709,1.3347,-0.5899,141.0,9.9981,-7.8239,5.1068,-3.9769,170.0,11.1508,-7.9706,5.5,-4.3654,148.0,13.3831,-10.2692,5.8266,-4.488,147.0,12.1684,-9.583,5.5143,-4.2752
4.0,118.0,10.2262,-7.4314,5.0372,-3.5303,63.0,5.6713,-3.491,2.4916,-1.8529,197.0,20.329,-10.4752,8.5604,-6.132,175.0,11.6622,-7.4572,5.5044,-4.3922,345.0,36.2971,-13.3892,13.8059,-8.822,426.0,45.4271,-15.3762,16.8424,-10.1811,399.0,40.565,-16.4867,18.2153,-10.8399,405.0,41.3098,-16.7534,17.4185,-10.4828
3.0,127.0,9.5631,-9.438,4.2872,-4.7598,78.0,4.7143,-5.1804,2.1707,-2.5729,163.0,13.974,-13.6786,5.8238,-5.849,96.0,3.4029,-4.0147,1.6834,-1.9093,179.0,12.9959,-13.4454,5.6564,-6.1833,211.0,13.4909,-13.5468,6.1626,-6.8009,195.0,19.4788,-15.8723,6.9308,-6.8768,189.0,16.4251,-14.073,5.962,-6.305
