116180.11,291288.28,184530.38,-66778.625,-195236.08,-196460.73
-231014.72,-480468.4,-277744.44,260053.27,201209.31,512585.0
48496.375,3262.9626,-11274.894,42232.934,-18403.613,-63324.234
65273.215,152646.31,88929.31,-34162.992,-101010.0,-107802.9
126097.09,305157.97,187255.97,-68193.78,-203948.2,-210900.23
-190840.61,-406908.56,-238484.0,224703.66,177610.86,413296.38
21015.951,52218.027,34204.227,-12391.885,-35986.246,-34165.19
-260284.53,-559368.25,-328169.56,309464.62,242084.75,572694.8
-214864.58,-440705.1,-254177.1,237462.72,192435.98,460321.5
-230955.6,-615701.7,-435175.2,400340.75,411189.94,316977.38
190550.89,108344.65,1907.903,98505.695,-66956.12,-340544.47
101355.58,247670.69,155751.33,-56021.54,-167934.3,-167963.78
-261098.17,-555020.7,-327886.44,306913.72,245706.48,565050.5
141205.67,352711.28,228037.0,-79429.625,-240293.42,-235746.52
129719.04,33289.715,-23088.246,95936.89,-38118.42,-207344.08
16959.941,42337.32,30342.896,-10159.264,-30671.922,-25491.703
-245912.5,-514274.44,-298609.9,279589.1,217956.27,543484.25
26812.473,133008.89,269309.44,-83216.734,-123671.305,-103131.71
-139988.98,-750957.1,-643699.0,617506.1,625882.1,-8975.88
-131849.81,-434013.25,-319269.22,308846.44,270468.06,200624.58
56231.23,11207.713,-10917.896,43815.26,-15247.746,-89034.48
29740.336,9355.32,-4415.077,20690.13,-9166.814,-47804.95
28312.66,140879.77,285107.47,-88181.78,-130625.63,-110129.336
-248743.2,-525020.7,-305028.94,286644.3,222078.28,551777.56
14455.385,60942.145,82439.234,-20223.584,-53316.527,-32354.291
-241195.47,-804621.75,-622558.75,577901.2,625223.8,197474.4
19461.398,101611.74,208354.84,-64563.203,-94805.72,-78022.164
43851.805,3168.1113,-13683.122,38885.97,-7487.52,-70713.516
-153963.84,-327960.25,-189142.78,180028.22,145181.75,326163.16
30013.725,-1585.5437,-9943.685,29193.254,-11353.667,-35331.074
172352.84,96054.29,6205.251,86657.88,-82739.016,-273448.56
34612.938,169508.52,344945.12,-106795.44,-153245.88,-144442.62
-87194.08,-256857.88,-172282.14,172846.34,129137.305,174935.73
66022.234,152896.14,89608.75,-34093.746,-101640.734,-108031.695
-226473.98,-542124.0,-366275.16,332599.75,361790.12,312394.25
-216795.39,-428684.03,-244832.72,225654.36,193559.3,449463.38
