-137480.33,-449434.22,-333602.28,279436.25,256533.52,240137.02
52138.812,46962.32,101744.625,-45493.008,-79124.49,-54357.21
127095.17,173843.25,102273.14,-42368.484,-100482.68,-122531.42
-54796.24,-174369.28,-127637.195,87972.63,45665.805,151164.69
229986.83,77712.25,128953.8,10340.54,-76804.76,-231909.14
-212226.84,-460050.38,-351898.6,197758.42,96183.96,489552.03
109096.914,-554095.9,-337776.7,566873.0,641772.75,-341347.12
63801.34,87777.67,51491.023,-23426.463,-53666.055,-57872.0
88059.19,93347.78,126869.61,-60523.95,-100905.56,-91726.875
121084.23,-514140.66,-308054.1,530653.6,585473.1,-327901.03
22135.156,29859.7,19651.51,-8427.952,-21909.494,-18009.973
-219444.77,-482596.28,-367250.1,208367.6,99549.26,510351.0
354358.6,186343.98,209274.98,-8860.999,-134775.42,-365841.34
-66884.93,-710501.06,-495060.72,597891.06,682267.9,-63800.66
262899.9,106097.91,157522.38,5470.9624,-87841.78,-277527.72
-54841.684,-112453.53,-87053.664,50998.03,38494.98,108350.86
-229710.0,-679240.94,-509989.6,444518.72,481825.12,287109.25
130303.24,177397.23,106591.086,-42991.27,-101165.336,-129053.875
246946.16,349771.9,227804.19,-84468.12,-213168.11,-246531.44
203288.6,284672.3,169237.73,-68885.98,-164383.47,-198133.67
108328.04,-33439.598,47903.965,29971.072,-17103.623,-98878.94
56911.086,53727.723,102260.89,-47452.082,-79476.62,-59748.16
222858.61,313623.28,196413.23,-71912.69,-187710.55,-220003.42
-93817.79,-197734.78,-152681.42,87763.61,55659.14,200055.94
227486.39,313809.12,193991.28,-69689.92,-184002.44,-226684.95
229032.58,322041.84,193925.19,-74456.18,-185239.42,-226770.45
-82230.79,-406816.1,-279245.47,270898.03,257962.97,137764.16
68614.836,14483.664,39369.992,3266.6475,-26663.936,-63322.01
139583.36,128413.18,241973.23,-122090.9,-187414.05,-145948.67
-126296.09,-625426.3,-447079.97,463766.34,504890.6,108382.94
93278.01,86235.7,162938.73,-81215.48,-126652.99,-97369.66
64352.75,21363.246,38994.594,-2663.4321,-34504.637,-53150.242
87827.195,76743.69,165632.66,-82278.2,-130550.51,-88560.06
152460.52,125456.37,286248.97,-143346.84,-215017.56,-163265.3
61247.445,72198.36,76604.74,-29938.756,-67841.484,-58989.793
-40262.79,-435655.38,-281810.22,306793.5,276220.88,93289.85
328889.56,169667.88,194814.02,-7659.014,-124393.234,-339865.78
23452.004,-630684.9,-413544.4,575092.44,639045.1,-184469.7
-122610.71,-320629.66,-249207.94,181683.19,153256.62,233925.64
-64930.93,-258786.73,-183336.61,146506.17,97897.97,173519.66
229515.53,299501.47,199061.42,-83622.016,-198090.98,-213747.67
282866.62,113370.17,160649.0,9669.753,-88809.54,-297640.28
343710.22,147257.88,205645.23,8834.2705,-105473.586,-374806.06
150649.84,45753.973,85329.375,4187.3745,-59506.105,-141494.86
90291.65,17213.99,50139.44,6385.4355,-32287.666,-84370.95
-92547.66,-467817.44,-337391.84,320762.75,291194.88,175586.52
-191708.73,-412781.6,-317924.47,176819.97,85312.41,443585.28
371087.34,195928.73,230657.77,-8903.288,-132109.19,-401758.25
345135.38,159997.47,199156.9,6148.142,-108503.836,-371009.9
175876.89,123511.54,291421.78,-152777.17,-255321.67,-141833.8
-230572.48,-527129.44,-417748.53,305791.53,306697.84,356455.53
-216681.14,-468602.34,-357446.53,197057.34,88966.1,508017.2
-96830.37,-201690.69,-155780.02,88658.79,56547.215,205307.38
261382.61,367342.7,235312.14,-87925.49,-220065.3,-261550.97
100008.13,135589.44,83829.45,-34891.613,-82580.0,-95125.58
291076.16,125399.836,174919.02,5690.4136,-92922.13,-314321.66
173130.81,144958.1,299475.72,-148557.72,-226934.94,-181843.61
1724.2699,2415.6465,1156.4598,-313.40445,-654.3456,-2235.0947
-54597.164,-120190.66,-91259.41,53118.746,32841.61,119848.445
-55694.52,-112376.56,-87405.875,51733.35,41643.824,105980.734
92140.29,-569059.7,-351557.3,582127.4,685816.44,-358773.1
396931.66,215960.1,247372.34,-9243.331,-135026.84,-438484.6
-67892.01,-421103.16,-281751.22,281855.5,254836.92,134822.06
176628.42,52685.027,98174.266,8717.466,-61969.887,-172375.75
67482.96,91959.45,53859.426,-23366.697,-53908.027,-63784.87
66011.09,13736.334,37127.27,4125.863,-23645.113,-62303.34
166321.45,-529284.0,-304741.2,589433.9,683348.4,-467033.25
87006.53,116024.17,74962.0,-30597.178,-73390.73,-82562.6
171948.81,144861.97,306071.56,-153012.06,-230227.8,-183240.34
-191460.02,-432587.9,-328421.47,184684.6,78165.48,464801.28
344076.66,161073.0,209177.05,2758.4702,-110655.15,-375983.03
153825.38,139404.66,268755.72,-135791.19,-206560.08,-162022.66
-6330.0347,-437040.3,-268547.47,325147.12,295163.56,34734.996
168958.08,108222.8,281988.78,-145820.5,-246378.06,-133486.11
-265873.66,-673594.06,-519183.72,420233.3,455609.94,350059.47
343700.84,175807.08,212912.97,-6863.0493,-123184.25,-369291.1
127469.805,173489.47,100431.7,-43010.645,-99550.086,-122157.31
38893.516,11492.522,23784.256,-3842.35,-28046.014,-24406.86
108495.984,36189.45,63488.184,-1674.2799,-51335.523,-95292.0
